レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026051604010501,2026.5.16,土,新潟,1新5,1,,未勝利,ダート,1800,,4,良(暫定),晴(暫定),15,10:05,,馬齢,３歳
6,,10,,,,,ロジシルバー,,牝,6,4,4,19,中山,T,2200,良,2,6,サンシＨ･3勝,33.9,差し,10,2,10,東京,T,1800,良,7,8,初音Ｓ･3勝,33.4,先行,16,10,19,新潟,T,2200,良,5,3,新潟牝馬(L),34.8,中団,7,8,30,新潟,T,2200,良,3,7,日本海Ｓ･3勝,34.6,差し,3,8,10,新潟,T,1800,重,6,5,佐渡Ｓ･3勝,33.7,後方,9
6,,11,,,,,ハギノアルデバラン,,牡,6,3,4,26,京都,T,1800,良,8,12,センテＨ･3勝,33.7,後方,10,2,14,京都,T,2000,良,8,9,飛鳥Ｓ･3勝,35.5,後方,9,12,14,阪神,T,2200,良,4,6,オリオン･3勝,35.1,差し,5,11,9,東京,T,2500,良,13,11,アルゼンＨG2,34.1,後方,10,8,30,新潟,T,2200,良,4,14,日本海Ｓ･3勝,34.5,差し,2
7,,12,,,,,ディヴァインスター,,牡,4,9,3,14,阪神,T,1800,良,7,7,難波Ｓ･3勝,33.3,後方,3,2,22,東京,T,2000,良,7,11,ＪＣ２Ｈ･3勝,34.5,中団,9,12,21,中京,T,2000,稍,1,4,名古屋日･2勝,35.6,先行,8,10,26,新潟,T,2000,稍,1,1,１勝ｸﾗｽ,34.5,先行,4,9,27,中山,T,2200,良,9,3,１勝ｸﾗｽ,35.2,中団,7
7,,13,,,,,エイカイマッケンロ,,セ,7,11,2,28,阪神,T,3000,良,6,9,松籟ＳＨ･3勝,35.5,中団,5,1,25,小倉,T,1800,良,9,12,壇之浦Ｓ･3勝,33.1,後方,4,12,28,阪神,T,2000,良,9,11,サンクフ･3勝,34.9,中団,2,12,14,阪神,T,2200,良,15,9,オリオン･3勝,37.5,先行,5,11,9,東京,T,2000,良,11,9,イクイノ･3勝,35.1,先行,25
8,,14,,,,,レッドテリオス,,牡,5,4,4,19,中山,T,2200,良,6,4,サンシＨ･3勝,33.6,中団,6,3,8,中山,T,2500,良,12,3,湾岸Ｓ･3勝,36.8,後方,10,12,27,中山,T,2500,良,6,2,グレイト･3勝,34.4,先行,5,11,22,京都,T,2400,良,6,4,比叡Ｓ･3勝,34.4,中団,33,4,6,中山,T,2500,良,1,1,安房特Ｈ･2勝,34.7,先行,4
8,B,15,,,,,ホウオウアートマン,,牡,4,2,5,3,東京,T,2000,良,7,8,府中Ｓ･3勝,34.0,後方,7,3,14,阪神,T,1800,良,5,5,難波Ｓ･3勝,33.4,中団,2,2,28,小倉,T,2000,稍,1,2,別府特別･2勝,35.7,差し,15,11,16,福島,T,2600,良,5,1,三陸特別･2勝,35.5,先行,2,11,1,東京,T,2400,良,5,2,本栖湖Ｈ･2勝,34.2,先行,3
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026051605020712,2026.5.16,土,東京,2東7,12,,1勝,ダート,1600,,2,良(暫定),晴(暫定),16,16:10,牝,定量,４上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,ベルフィーヌ,,牝,5,連,5,9,新潟,D,1800,稍,13,1,１勝ｸﾗｽ・牝,41.6,後方,4,4,12,福島,D,1700,良,2,3,１勝ｸﾗｽ・牝,38.3,先行,2,3,29,中京,D,1800,良,4,3,１勝ｸﾗｽ・牝,38.0,差し,4,3,1,中山,D,1800,稍,4,4,１勝ｸﾗｽ・牝,37.7,差し,11,12,13,中京,D,1800,良,4,8,１勝ｸﾗｽ・牝,36.3,追込,4
2,B,2,,,,,カルネヴァーレ,,牝,5,連,5,9,新潟,D,1800,稍,9,5,１勝ｸﾗｽ・牝,41.3,中団,7,3,22,中山,D,1800,良,13,6,１勝ｸﾗｽ,39.6,後方,3,3,1,小倉,D,1700,稍,2,6,１勝ｸﾗｽ・牝,38.2,追込,8,1,5,中山,D,1200,稍,7,9,１勝ｸﾗｽ,36.0,後方,2,12,20,中京,D,1400,稍,9,11,１勝ｸﾗｽ・牝,36.9,後方,6
3,,3,,,,,ザローズハーツ,,牝,4,3,4,25,東京,D,1400,稍,5,12,１勝ｸﾗｽ・牝,36.7,後方,6,3,14,中山,D,1200,良,15,11,１勝ｸﾗｽ,37.5,後方,60,1,18,中京,T,1400,良,11,10,紅梅Ｓ(L),35.9,中団,10,11,9,東京,D,1600,良,1,2,未勝利・牝*,38.4,先行,4,10,13,東京,D,1400,良,3,1,未勝利・牝*,37.5,差し,3
3,,4,,,,,チギリ,,牝,4,3,4,25,福島,D,1700,良,4,6,１勝ｸﾗｽ,37.8,差し,2,4,12,福島,D,1700,良,3,2,１勝ｸﾗｽ,37.8,差し,9,2,7,東京,D,1600,良,4,8,１勝ｸﾗｽ・牝,37.3,差し,8,12,14,中京,D,1800,稍,6,5,１勝ｸﾗｽ・若,39.0,中団,3,11,24,福島,D,1700,良,6,9,１勝ｸﾗｽ・牝,38.3,後方,7
4,,5,,,,,ノンスタンダルド,,牝,4,7,3,28,中山,D,1800,重,4,4,１勝ｸﾗｽ・牝,39.6,差し,18,11,22,福島,T,2000,良,10,14,１勝ｸﾗｽ・牝,36.0,中団,6,10,11,東京,D,1600,稍,9,6,１勝ｸﾗｽ・牝,38.4,中団,11,7,27,中京,D,1800,良,6,4,１勝ｸﾗｽ・牝,39.2,先行,10,5,17,新潟,D,1800,稍,1,2,未勝利・牝,39.2,逃げ,9
4,,6,,,,,リリーズブルーム,,牝,5,3,4,26,福島,D,1700,良,11,13,１勝ｸﾗｽ・牝,38.1,中団,12,1,29,姫路,D,1800,良,1,3,ローズ,----,逃げ,3,1,13,園田,D,1700,良,2,2,Ｃ２　,----,逃げ,2,12,30,園田,D,1870,稍,2,1,Ｃ２　,----,逃げ,2,12,17,園田,D,1700,稍,2,3,Ｃ２　,----,逃げ,15
5,,7,,,,,ゴールドシャーク,,牝,4,26,11,15,東京,D,1400,良,15,9,１勝ｸﾗｽ,38.9,中団,16,7,24,浦和,D,1400,良,1,3,ツイン,----,逃げ,10,5,18,新潟,D,1200,稍,6,7,未勝利・牝,38.4,先行,3,4,27,福島,D,1150,良,4,7,未勝利・牝,37.8,先行,3,4,5,中山,D,1200,稍,4,11,未勝利,37.4,差し,18
5,,8,,,,,ノーブルノワール,,牝,4,11,3,1,中山,D,1800,稍,12,10,１勝ｸﾗｽ・牝,40.2,逃げ,7,1,12,中山,D,1800,良,8,12,１勝ｸﾗｽ・牝,40.3,先行,13,10,11,東京,D,1600,稍,11,12,１勝ｸﾗｽ・牝,37.7,後方,4,9,15,中山,D,1800,良,10,6,１勝ｸﾗｽ・牝,41.3,先行,27,3,9,中山,D,1800,重,1,5,未勝利・牝,40.1,先行,11
6,B,9,,,,,ケープウィッカム,,牝,5,3,4,25,東京,D,1400,稍,4,3,１勝ｸﾗｽ・牝,37.1,差し,8,3,1,中山,D,1800,稍,3,5,１勝ｸﾗｽ・牝,37.8,差し,12,12,6,中京,D,1800,良,13,6,１勝ｸﾗｽ・牝,39.2,中団,3,11,16,福島,D,1700,良,4,2,１勝ｸﾗｽ,38.8,先行,10,9,6,札幌,D,1700,良,3,1,１勝ｸﾗｽ・牝,39.7,先行,9
6,,10,,,,,コルヴィル,,牝,5,3,4,25,東京,D,1400,稍,7,8,１勝ｸﾗｽ・牝,37.5,中団,4,3,28,中京,D,1400,稍,7,5,１勝ｸﾗｽ,36.7,後方,連,3,22,中山,D,1800,良,外,--,１勝ｸﾗｽ,----,,6,2,7,東京,D,1600,良,8,5,１勝ｸﾗｽ・牝,38.3,中団,11,11,23,東京,D,1600,良,2,11,１勝ｸﾗｽ・牝,36.5,先行,4
7,,11,,,,,プルーヴンウィナー,,牝,5,14,2,8,小倉,D,1700,良,10,7,１勝ｸﾗｽ・牝,38.8,後方,2,1,24,小倉,D,2400,良,6,4,１勝ｸﾗｽ,39.2,後方,10,11,15,福島,D,2400,良,8,15,１勝ｸﾗｽ,41.6,逃げ,3,10,25,新潟,D,1800,良,13,8,１勝ｸﾗｽ,40.6,中団,28,4,12,阪神,D,1800,良,5,3,１勝ｸﾗｽ・牝,38.6,逃げ,16
7,,12,,,,,ルージュミレネール,,牝,4,12,2,21,阪神,D,1400,良,10,10,１勝ｸﾗｽ,37.5,後方,10,12,13,中京,D,1800,良,7,13,１勝ｸﾗｽ・牝,38.1,中団,3,11,22,福島,T,1800,良,9,14,高湯温泉･1勝,34.3,後方,14,8,17,札幌,T,1500,稍,8,12,１勝ｸﾗｽ・牝,35.7,中団,9,6,15,函館,T,1800,良,13,9,八雲特別･1勝,36.7,中団,11
8,B,13,,,,,キカオクベシ,,牝,4,2,5,2,東京,D,1400,重,15,13,１勝ｸﾗｽ,37.3,後方,10,2,21,東京,D,1400,良,10,15,１勝ｸﾗｽ,36.5,後方,13,11,23,東京,D,1600,良,13,14,１勝ｸﾗｽ・牝,36.7,後方,4,10,25,東京,D,1400,稍,9,10,１勝ｸﾗｽ,36.1,後方,2,10,12,東京,D,1400,良,9,10,１勝ｸﾗｽ・牝,36.1,後方,9
8,B,14,,,,,ミセスリリー,,牝,4,7,3,28,中山,D,1800,重,13,9,１勝ｸﾗｽ・牝,41.6,中団,14,12,18,川崎,D,1400,稍,1,1,サラ系,----,先行,5,11,17,川崎,D,1400,良,1,3,サラ系,----,先行,13,8,16,札幌,D,1700,良,7,11,未勝利・牝,40.0,後方,5,7,12,福島,D,1700,良,13,5,未勝利・牝,39.8,後方,8
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026051608030701,2026.5.16,土,京都,3京7,1,,未勝利,ダート,1400,,2,良(暫定),晴(暫定),16,09:45,牝,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,メイショウルビー,,牝,3,6,4,4,阪神,D,1800,稍,16,14,未勝利・牝,41.2,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,2,,,,,アステルディーヴァ,,牝,3,21,12,21,中山,T,1600,重,15,3,新馬,40.5,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,3,,,,,マダムカマラード,,牝,3,16,1,24,京都,D,1800,良,10,7,新馬,38.7,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,B,4,,,,,エイユーサクラ,,牝,3,3,4,25,福島,D,1700,良,5,5,未勝利・牝,39.6,逃げ,18,12,21,中京,D,1400,稍,7,8,新馬,38.9,逃げ,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,5,,,,,ルージュバロン,,牝,3,8,3,21,中京,T,1400,良,5,6,未勝利,34.1,後方,24,10,5,東京,T,2000,良,6,3,新馬,34.4,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,6,,,,,ガーリッシュ,,牝,3,11,3,1,阪神,D,1800,良,9,5,未勝利・牝,41.6,先行,3,2,10,京都,D,1200,良,11,4,未勝利,38.7,後方,12,11,16,京都,D,1400,良,11,4,未勝利・牝*,38.6,中団,5,10,12,京都,D,1400,良,4,7,未勝利・牝*,39.0,逃げ,4,9,13,阪神,D,1400,良,4,9,新馬・牝,39.5,差し,初
4,,7,,,,,シャンパンスター,,牝,3,7,3,29,阪神,D,1400,良,3,1,未勝利,38.9,先行,2,3,15,中京,D,1400,良,3,5,未勝利,38.1,先行,15,11,29,京都,D,1400,良,6,10,未勝利*,38.4,中団,2,11,15,京都,T,1600,良,8,18,新馬・牝,35.5,中団,初,,,,,,,,,,,,
4,,8,,,,,プリンセスアツコ,,牝,3,2,5,3,京都,D,1400,稍,2,3,未勝利・牝,37.0,差し,4,4,5,阪神,D,1400,重,2,6,未勝利・牝,36.9,差し,2,3,21,阪神,D,1400,稍,3,2,未勝利,37.2,差し,9,1,17,京都,D,1400,良,2,3,新馬・牝,36.8,差し,初,,,,,,,,,,,,
5,,9,,,,,キョウエイクローム,,牝,3,7,3,29,阪神,D,1400,良,8,16,未勝利,38.2,後方,7,2,8,小倉,T,1200,良,14,15,未勝利・牝,35.7,中団,11,11,22,京都,T,1200,良,止,18,未勝利*,----,,4,10,26,京都,T,1800,稍,8,10,新馬,35.8,先行,初,,,,,,,,,,,,
5,,10,,,,,バーニングラン,,牝,3,8,3,21,阪神,D,1200,稍,12,12,未勝利,39.4,中団,連,3,15,中京,T,1400,良,17,18,未勝利,37.1,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,11,,,,,ヒマラヤミュサ,,牝,3,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,12,,,,,シャドウルーラー,,牝,3,9,3,15,阪神,D,1400,良,5,2,未勝利・牝,37.9,中団,6,2,1,京都,D,1400,良,3,4,新馬,37.6,先行,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,13,,,,,セラサイト,,牝,3,3,4,26,福島,D,1700,良,5,5,未勝利・若,39.3,先行,7,3,7,阪神,D,1800,稍,6,3,未勝利・牝,38.7,先行,8,1,10,京都,D,1800,良,4,6,未勝利・牝,38.8,差し,2,12,27,阪神,D,1400,稍,11,5,未勝利*,39.3,先行,9,10,26,新潟,D,1800,良,9,2,未勝利・牝*,41.8,先行,6
7,,14,,,,,タガノシルフィー,,牝,3,2,5,3,京都,D,1400,稍,消,--,未勝利・牝,----,,11,2,14,小倉,D,1700,良,6,2,未勝利・牝,39.5,逃げ,3,1,24,京都,D,1800,良,5,1,未勝利・牝,38.8,先行,9,11,23,京都,D,1800,良,2,4,新馬・牝,37.5,逃げ,初,,,,,,,,,,,,
8,,15,,,,,カツラコマチ,,牝,3,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,16,,,,,クールブレーブ,,牝,3,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026051608030702,2026.5.16,土,京都,3京7,2,,未勝利,ダート,1800,,4,良(暫定),晴(暫定),16,10:10,,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,B,1,,,,,ゴールドコット,,牡,3,連,5,10,京都,D,1900,良,5,8,未勝利,38.4,中団,2,4,26,京都,D,1800,良,11,11,未勝利,39.8,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,2,,,,,ハギノギフテッド,,牡,3,10,3,8,阪神,D,1400,良,7,5,未勝利,38.0,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,3,,,,,サンライズナスカ,,牡,3,3,4,25,京都,D,1800,稍,5,11,未勝利,39.7,中団,16,1,4,京都,D,1800,良,10,10,未勝利,38.4,後方,8,11,9,京都,D,1400,稍,11,9,新馬,37.1,後方,初,,,,,,,,,,,,,,,,,,,,,,,,
4,,4,,,,,ホワイトラバーズ,,牝,3,2,5,2,京都,T,2000,良,12,13,未勝利,35.8,中団,2,4,18,阪神,T,1800,良,13,18,未勝利,35.0,後方,2,4,2,笠松,D,1400,稍,5,4,太田宿,----,先行,9,2,1,京都,D,1800,良,7,13,未勝利・牝,39.1,後方,連,1,24,小倉,D,1700,良,10,10,未勝利,40.6,後方,2
5,,5,,,,,チアフルラン,,牡,3,2,5,2,京都,D,1800,重,11,13,未勝利,37.7,後方,2,4,18,阪神,D,1200,良,10,9,未勝利,37.1,後方,6,3,8,阪神,D,1200,良,10,8,未勝利,37.6,後方,初,,,,,,,,,,,,,,,,,,,,,,,,
6,,6,,,,,ダイメイクマモト,,牡,3,15,1,31,京都,D,1800,良,2,3,未勝利,38.8,先行,2,1,18,京都,D,1800,良,5,7,未勝利,37.7,中団,10,11,9,京都,D,1400,稍,9,5,新馬,37.4,中団,初,,,,,,,,,,,,,,,,,,,,,,,,
6,,7,,,,,フロムザムーン,,牡,3,3,4,26,福島,D,1700,良,10,8,未勝利・若,39.4,中団,6,3,14,阪神,D,1800,良,6,6,未勝利,38.8,後方,2,3,1,小倉,D,1700,稍,10,11,未勝利,39.1,後方,6,1,17,京都,D,1900,良,10,9,未勝利,39.8,後方,連,1,11,京都,D,1800,良,12,14,未勝利,38.7,後方,3
7,,8,,,,,リリーサンダー,,牡,3,7,3,28,阪神,D,1800,稍,3,4,未勝利,39.7,差し,2,3,14,中京,D,1900,良,4,11,未勝利,38.3,先行,2,3,1,阪神,D,2000,良,9,12,未勝利,38.5,後方,21,10,4,京都,D,1400,重,11,15,新馬,36.5,後方,初,,,,,,,,,,,,
7,B,9,,,,,レッドフロイデ,,牡,3,3,4,26,京都,D,1800,良,3,3,未勝利,38.7,逃げ,4,3,28,中京,D,1800,稍,3,3,未勝利・若,39.0,先行,2,3,14,中京,D,1900,良,5,2,未勝利,37.9,先行,23,10,5,京都,D,1800,重,4,11,新馬,37.9,差し,初,,,,,,,,,,,,
8,,10,,,,,ビナハイバン,,牡,3,2,5,2,京都,D,1800,重,4,9,未勝利,37.0,追込,9,2,28,阪神,D,1800,良,9,13,未勝利,38.8,後方,3,2,8,小倉,D,1700,良,13,15,未勝利,42.5,中団,8,12,14,阪神,D,1400,稍,14,13,未勝利*,41.3,中団,2,11,29,京都,D,1800,良,8,8,新馬,39.8,中団,初
8,,11,,,,,サンロンブル,,牡,3,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026051608030703,2026.5.16,土,京都,3京7,3,,未勝利,芝,1400,D,2,良(暫定),晴(暫定),18,10:40,,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,アラビアンジョイ,,牝,3,2,5,2,京都,T,1400,稍,3,10,未勝利,33.4,追込,10,2,21,阪神,T,1600,良,11,15,未勝利,34.5,後方,2,2,7,京都,T,1600,良,10,11,未勝利・牝,36.0,中団,9,12,6,阪神,T,1600,良,8,10,未勝利・牝*,34.0,後方,3,11,15,京都,T,1600,良,4,16,新馬・牝,35.3,先行,初
1,,2,,,,,ジョービスコッティ,,牝,3,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,3,,,,,スカイピア,,牝,3,2,5,2,新潟,T,1400,稍,2,11,未勝利,37.2,差し,13,2,1,京都,D,1200,良,11,14,未勝利,38.1,中団,3,1,11,京都,D,1400,良,9,14,未勝利,38.8,後方,6,11,30,京都,D,1200,良,12,7,未勝利*,37.8,後方,2,11,15,東京,T,1600,良,7,9,未勝利*,34.8,先行,3
2,,4,,,,,アクアアイ,,牝,3,6,4,4,阪神,T,1400,良,2,1,未勝利,35.0,差し,3,3,14,阪神,T,1400,良,3,1,未勝利,34.6,先行,9,1,12,京都,T,1400,良,2,1,未勝利,35.4,差し,10,11,2,京都,T,1600,良,3,2,新馬,35.2,先行,初,,,,,,,,,,,,
3,,5,,,,,ヴェネラブル,,牝,3,11,3,1,小倉,T,2000,良,16,9,未勝利・牝,38.3,中団,9,12,28,阪神,T,1600,良,12,9,新馬,34.9,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,6,,,,,ジェム,,牝,3,4,4,19,福島,D,1150,良,11,15,未勝利,38.0,後方,8,2,21,小倉,D,1000,良,11,13,未勝利,36.6,後方,11,12,6,阪神,D,1200,良,8,8,未勝利*,38.0,後方,2,11,24,福島,D,1150,良,4,13,未勝利*,37.6,差し,8,9,27,阪神,D,1400,良,10,13,未勝利*,39.7,後方,2
4,,7,,,,,パープルウインド,,牝,3,13,2,14,小倉,D,1700,良,16,14,未勝利・牝,41.2,後方,13,11,16,福島,D,1150,良,11,9,未勝利*,39.1,中団,6,10,4,京都,D,1400,重,7,12,新馬,38.0,中団,初,,,,,,,,,,,,,,,,,,,,,,,,
4,,8,,,,,ロジャートアリー,,牡,3,9,3,14,中京,T,2000,良,13,11,未勝利,36.1,中団,7,1,25,京都,D,1800,良,10,5,未勝利,39.2,中団,3,1,4,京都,D,1800,良,11,7,未勝利,39.3,後方,3,12,13,中京,T,1600,良,7,5,未勝利*,34.7,中団,18,8,9,中京,T,1400,良,5,7,新馬,34.3,中団,初
5,,9,,,,,シャンティフレーズ,,牝,3,14,2,10,京都,T,1600,良,14,13,新馬,36.3,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,10,,,,,メイショウユウゲン,,牡,3,12,2,22,阪神,T,2000,良,11,8,未勝利,37.4,中団,2,2,7,京都,D,1800,良,15,6,新馬,41.4,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,11,,,,,タワワ,,牝,3,15,2,1,小倉,T,1200,良,11,4,未勝利,35.1,中団,16,10,13,京都,T,1400,良,6,8,未勝利*,36.3,先行,4,9,13,阪神,T,1200,良,5,8,新馬,35.0,中団,初,,,,,,,,,,,,,,,,,,,,,,,,
6,,12,,,,,オリヒメボシ,,牝,3,15,2,1,京都,D,1200,良,14,10,未勝利,38.2,後方,4,1,4,京都,D,1200,良,14,9,未勝利,38.4,中団,10,10,25,京都,D,1400,良,8,9,新馬・牝,38.5,中団,初,,,,,,,,,,,,,,,,,,,,,,,,
7,,13,,,,,キシャール,,牝,3,17,1,18,京都,T,1600,良,12,15,未勝利,36.9,中団,3,12,28,阪神,T,1600,良,5,15,新馬,34.9,先行,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,14,,,,,ドールズ,,牝,3,2,5,2,京都,T,1600,稍,18,15,未勝利・牝,36.9,中団,4,4,5,阪神,D,1400,重,14,14,未勝利・牝,37.6,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,B,15,,,,,マイシドニー,,牡,3,11,2,28,阪神,T,1800,良,11,10,未勝利,37.4,中団,4,2,1,東京,T,1600,良,5,8,新馬,34.8,逃げ,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,16,,,,,ルナフィオーレ,,牝,3,2,5,2,京都,T,1600,稍,9,4,未勝利・牝,34.3,中団,7,3,14,阪神,T,1800,良,7,8,未勝利,34.8,中団,5,2,7,京都,T,1600,良,7,6,未勝利・牝,35.7,中団,7,12,20,中京,T,1600,稍,12,3,未勝利・牝*,36.9,逃げ,3,11,29,京都,T,1600,良,3,4,新馬,35.1,先行,初
8,,17,,,,,ルナカカオ,,牝,3,2,4,30,笠松,D,1400,良,2,1,赤坂宿,----,逃げ,14,1,24,京都,T,1400,良,11,10,未勝利,36.3,先行,2,1,12,京都,T,1600,良,4,10,新馬,35.6,先行,初,,,,,,,,,,,,,,,,,,,,,,,,
8,,18,,,,,タナブイハチターボ,,牡,3,2,5,2,京都,T,1400,稍,2,4,未勝利,34.2,逃げ,3,4,12,阪神,T,1600,良,5,6,未勝利,35.3,先行,2,3,28,阪神,T,1600,良,2,5,未勝利,35.0,先行,8,2,1,京都,D,1200,良,7,4,未勝利,38.4,先行,2,1,21,笠松,D,1400,良,2,1,中津川,----,逃げ,4
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026051608030704,2026.5.16,土,京都,3京7,4,,未勝利,芝,2400,D,4,良(暫定),晴(暫定),18,11:10,,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,ソルトハッピー,,牡,3,2,5,2,京都,T,2000,良,3,4,未勝利,33.8,差し,2,4,18,阪神,T,1800,良,8,7,未勝利,34.4,中団,3,3,28,中京,T,1600,良,8,4,未勝利,34.1,後方,24,10,11,京都,T,1800,良,4,4,未勝利*,34.4,先行,2,9,28,阪神,T,1800,良,5,6,未勝利*,34.9,後方,3
